household_id,patta_holder_name,state,district,village,tribal_group,claim_type,claim_status,land_area,pond_count,homestead_area,vegetation_index,soil_index,water_index,forest_cover_pct,dist_to_road_km,has_pm_kisan,has_jal_jeevan,has_mgnrega
39,Holder_39,Tripura,West Tripura,Mohanpur,Jamatia,CFR,Approved,3.8490277923549145,3,0.36720778100502394,0.4629716779286757,0.6245135723601785,0.3410279280964014,39.28541269001552,0.29202997159951155,0,0,0
40,Holder_40,Tripura,Dhalai,Ambassa,Reang,CFR,Approved,7.365493957507622,3,0.17067292567052209,0.6976719301659167,0.5091374169620237,0.4180167362774998,59.99072024745218,3.907989661262307,0,1,0
41,Holder_41,Tripura,Gomati,Amarpur,Reang,CFR,Approved,3.5326403289687907,2,0.3320914128796567,0.6912102833156542,0.5131417278856705,0.5438819041737526,70.286255908227,1.0205354891244118,1,1,0
42,Holder_42,Tripura,Dhalai,Manu,Reang,IFR,Approved,9.106160876729152,0,0.46161399458182373,,0.604878053865516,0.3381525493876456,20.827939372940282,0.4107421454270588,1,1,0
43,Holder_43,Tripura,Dhalai,Ambassa,Jamatia,CR,Approved,1.7030526924245564,3,0.22807246697137545,0.7501907652188315,0.6399100828270545,0.3388100614826781,41.60829159721971,3.3377537259443804,0,0,1
44,Holder_44,Tripura,West Tripura,Jirania,Reang,CFR,Approved,2.1959379980896876,1,0.3681015904177437,0.39548203262381776,0.5154464052533794,0.4365288655334082,38.56140638995568,3.9148934183536266,0,1,0
45,Holder_45,Tripura,Gomati,Udaipur,Tripuri,IFR,Approved,5.183786189008622,3,0.1751614355193666,0.4306582606979135,0.5176861682858884,0.5931998629717047,58.12253628348097,4.106379831645647,1,0,1
46,Holder_46,Tripura,Dhalai,Manu,Tripuri,CFR,Approved,1.278415170862388,2,0.3499181594874901,0.7021835427745241,0.505077271132069,0.28123051947323807,27.490722568055055,2.56884407677088,1,0,1
47,Holder_47,Tripura,West Tripura,Jirania,Tripuri,CFR,Approved,2.3618117546667383,3,0.23458014072700406,0.5289930572118493,0.4647309854775379,0.20677399812587088,54.817564046659335,1.1857672865119293,1,0,1
48,Holder_48,Tripura,Sepahijala,Bishalgarh,Reang,CFR,Pending,9.465780631014136,0,0.18448330343518068,0.46659164857988483,0.4577686991470179,0.5015678230796186,71.42424692120416,3.7386928507991684,1,0,1
49,Holder_49,Tripura,Dhalai,Manu,Tripuri,CFR,Pending,9.776651780904928,3,0.22527282028145407,0.604927634438591,0.5208217163969148,0.4099832170746379,39.26921198555359,3.5586227703408184,0,1,0
50,Holder_50,Tripura,Sepahijala,Bishalgarh,Reang,CFR,Approved,4.074463628639009,2,0.17153642740311975,,0.5631865269629687,0.37145483431401793,73.7710989985454,1.3820995236952314,1,0,0
51,Holder_51,Tripura,Gomati,Amarpur,Tripuri,IFR,Approved,9.271217199632389,2,0.46076644313515314,0.5748603481898363,0.5486344381998908,0.5305667329639148,79.52146172534349,4.536357228141406,0,0,0
52,Holder_52,Tripura,West Tripura,Jirania,Jamatia,CR,Approved,5.675834418897601,1,0.25887475452685155,0.5639241170265714,0.507554966141748,0.2992958824046137,17.426443496356647,0.7009829987975791,0,1,0
53,Holder_53,Tripura,Gomati,Udaipur,Jamatia,CR,Approved,3.062553425800787,2,0.19811172198974694,0.5338297977997262,0.5012460738539553,0.487944319078304,26.313723158940103,4.916903550038363,0,0,1
54,Holder_54,Tripura,Dhalai,Ambassa,Jamatia,CR,Approved,7.172787850265687,1,0.27936313640637317,0.87408395463028,0.503250480877684,0.321377132713617,76.52658260374652,4.32918949269183,0,1,1
55,Holder_55,Tripura,Dhalai,Kamalpur,Jamatia,CR,Approved,6.759567162461144,0,0.22821446672259824,0.5623658765438082,0.4566330509684549,0.33628708701795945,77.08293805369708,3.5019134982995612,1,0,0
56,Holder_56,Tripura,West Tripura,Mohanpur,Reang,IFR,Approved,9.896690531532967,2,0.39776770152533036,0.5749124682909077,0.5053561376481245,0.478534342215395,16.839509277073095,4.705999463743198,1,0,0
57,Holder_57,Tripura,West Tripura,Agartala,Tripuri,IFR,Approved,3.0179492303881914,3,0.48848796475419776,0.4043608904346102,0.3012726027546814,0.15188468668625849,11.049895026399568,3.6670936079537975,0,1,0
58,Holder_58,Tripura,Gomati,Udaipur,Jamatia,IFR,Approved,6.884565275286486,0,0.2752134626790588,0.4328923428585434,0.5975737356287019,0.48041909224686286,21.27700162794956,1.1141935857442204,0,0,1
59,Holder_59,Tripura,West Tripura,Jirania,Reang,CFR,Approved,0.9942256727797455,3,0.4444133599888962,0.5060372269622835,0.4023529130478101,0.33801179521299507,79.72089483675738,2.3223494629414962,0,0,1
60,Holder_60,Tripura,Dhalai,Kamalpur,Jamatia,CFR,Pending,1.5796373676188344,3,0.3263452294238478,0.630837958740595,0.5236164398854795,0.48969066139243134,22.59997316274808,0.5432145167918497,0,0,1
61,Holder_61,Tripura,Gomati,Udaipur,Jamatia,CFR,Approved,0.5372245620353859,3,0.1628942660376934,0.5672620279559163,0.4850282939416131,0.6605403927693738,45.17833247054162,2.0703556269829537,1,0,1
62,Holder_62,Tripura,West Tripura,Jirania,Reang,CR,Approved,9.994876470066895,0,0.3762490968325366,0.4718577995623784,0.5236380567235229,0.3999638139868288,69.38924085013576,3.7596944947386017,1,0,0
63,Holder_63,Tripura,Gomati,Karbook,Reang,CFR,Pending,8.12160012290104,0,0.30537379885032806,0.7063033761173083,0.4544938616640235,0.3171693398462365,11.428112748174444,2.0549280844679236,1,0,0
64,Holder_64,Tripura,Gomati,Karbook,Tripuri,CR,Approved,7.973868639968638,2,0.3602426093008414,0.7354085536652167,0.5766956439652294,0.3144719213583006,52.31422875809216,1.7854120422470436,1,0,0
65,Holder_65,Tripura,Sepahijala,Bishalgarh,Tripuri,CFR,Approved,5.342397715237707,3,0.455874965028666,0.44180682222184725,0.6087325591998248,0.5953206542110656,29.391781420873702,3.057707468049497,1,1,0
66,Holder_66,Tripura,Gomati,Udaipur,Jamatia,CR,Approved,3.3506372876016792,1,0.27617382826241843,0.48399156380594005,0.49291982146207586,0.4816921979558107,70.36344415078122,4.386581739194696,0,0,1
67,Holder_67,Tripura,Gomati,Karbook,Jamatia,CFR,Approved,1.9370107023954213,2,0.46047104928694227,0.6045976691368666,0.6328597613120999,0.2794377707225353,29.842280448485543,0.42839932422133964,0,0,1
68,Holder_68,Tripura,West Tripura,Jirania,Tripuri,CFR,Approved,3.2044100190414047,0,0.40026760571266196,0.49412911887856337,,0.33854450062894836,58.07290041973362,2.05025808655873,0,0,1
69,Holder_69,Tripura,Sepahijala,Bishalgarh,Tripuri,IFR,Approved,4.071726608326822,1,0.2954419703511939,0.5954261165055592,0.6074354509268004,0.36192638152818096,57.19537427131778,0.9595555607132611,0,1,0
70,Holder_70,Tripura,West Tripura,Jirania,Reang,CFR,Approved,7.684945921312794,0,0.34128885426318545,0.35274895716462007,0.3342214075172018,0.4250046604620263,25.5045484201748,3.537700403512974,1,1,0
71,Holder_71,Tripura,Sepahijala,Bishalgarh,Tripuri,CFR,Approved,5.626786994579948,1,0.2302324530076046,0.6621670232687545,0.5493532755425771,0.48015505813009596,12.435943990784509,0.7074778900694474,0,1,0
72,Holder_72,Tripura,Gomati,Udaipur,Tripuri,IFR,Approved,1.2360944522770856,2,0.4934389198955097,0.5327628360911895,,0.6743235837774879,38.64747016497781,3.3910772411851737,0,1,1
73,Holder_73,Tripura,Dhalai,Kamalpur,Jamatia,CR,Pending,0.6712755851096663,1,0.36694046522015844,0.625631157467622,0.5457846320623744,0.4037835410565675,30.243520637610878,1.573668179829955,0,0,1
74,Holder_74,Tripura,Dhalai,Ambassa,Tripuri,IFR,Approved,1.4721557055735999,2,0.11753874099865197,0.6617414916937638,0.5415708421890199,0.4845084041065926,66.6284424729596,1.1548007059386785,1,0,0
75,Holder_75,Tripura,Dhalai,Manu,Jamatia,IFR,Approved,4.399737780125104,0,0.2306487622992035,0.6206996669812817,0.6206304218932777,0.2990698219362642,66.02549319187418,4.69449227755993,0,0,1
76,Holder_76,Tripura,Dhalai,Kamalpur,Tripuri,CR,Approved,9.365332711965674,1,0.34932577350362304,0.6167886842125929,0.5221734341926749,0.37113454329298984,41.99167665348378,0.28891796838058814,1,0,1
77,Holder_77,Tripura,Gomati,Amarpur,Reang,CFR,Approved,6.555323571487605,3,0.12253331111969593,0.7297614762960614,0.559424343124635,0.4916011600742243,52.45585577262533,2.301330905069931,1,0,0
78,Holder_78,Tripura,West Tripura,Jirania,Tripuri,CR,Pending,8.117346048817392,3,0.10955367652765712,0.4690126005497749,0.465917791340662,0.4342074348311895,52.29816611908476,0.3038095638166102,0,0,1
79,Holder_79,Tripura,Gomati,Amarpur,Tripuri,CFR,Approved,4.9305586477932115,0,0.280009695811121,,0.5429880757181513,0.3577957837653212,67.90107038993364,2.5212466309007793,0,1,0
80,Holder_80,Tripura,Dhalai,Kamalpur,Tripuri,CFR,Approved,3.9358277903529064,1,0.23307607187706803,0.5786792132899475,0.5987694826750637,0.3102851626968501,39.75016898862383,2.6050274134132074,1,1,1
81,Holder_81,Tripura,Sepahijala,Bishalgarh,Jamatia,CR,Approved,1.529803540807916,3,0.2753194432132664,0.5489098741603708,0.5492107122292224,0.4002731672450882,29.281267585335634,1.7439798626947856,0,0,1
82,Holder_82,Tripura,Dhalai,Manu,Reang,IFR,Approved,8.821363710768948,2,0.20507732395200207,0.7927280509364555,0.5213196506267543,0.26502755634716174,28.552444269838322,0.8343765321201135,1,1,1
83,Holder_83,Tripura,Dhalai,Manu,Tripuri,CR,Approved,7.940020275765077,1,0.16588709877719238,0.7820471890509009,0.5990982632412397,0.3876804792855472,47.53345954975429,2.0066601811254814,0,0,0
84,Holder_84,Tripura,West Tripura,Agartala,Jamatia,CFR,Approved,2.0971219271783887,1,0.37565734279213514,0.30870683465093657,0.286960304985866,0.2638204635348399,41.440374191254875,3.426862111676317,0,0,0
85,Holder_85,Tripura,Dhalai,Manu,Reang,CR,Approved,5.366475356824475,3,0.3058284465071202,0.7998539697422448,0.6389392941708854,0.30442902744599254,40.80845396894553,3.9554998814934037,1,0,0
86,Holder_86,Tripura,Dhalai,Ambassa,Jamatia,CR,Approved,5.130060675251826,2,0.18006168449974674,0.7975576667172718,0.5902434742350067,0.3228955183316585,16.379613736279506,2.747602891463083,1,0,0
87,Holder_87,Tripura,Dhalai,Manu,Jamatia,CFR,Approved,6.438369750522022,2,0.22783577050399934,0.8293283938655607,0.5273637261837922,0.4400474707641605,60.30226184831369,3.031205093310827,1,0,1
88,Holder_88,Tripura,Dhalai,Kamalpur,Reang,IFR,Approved,9.488775492916982,2,0.33672316306533034,0.6338017318873868,0.4962832322096549,0.4083801894756716,24.961568158733748,1.162958581398333,1,1,1
89,Holder_89,Tripura,West Tripura,Agartala,Tripuri,CR,Approved,6.007828696743556,1,0.12889173930899114,0.4182364589691021,0.35983373296143417,0.26131222957228994,23.786754114610495,1.5791855994927173,1,0,0
90,Holder_90,Tripura,Dhalai,Kamalpur,Jamatia,CFR,Approved,5.632064034396876,0,0.15898120370647184,0.6976350100132153,0.6230691411294631,0.46983913031306385,38.89308241941754,0.9770989282513205,1,0,0
91,Holder_91,Tripura,Dhalai,Kamalpur,Jamatia,CFR,Pending,0.9780678628793075,1,0.12929824164295606,,0.5723562409107851,0.34424188836392045,25.9444839132461,1.3966176800221344,1,0,0
92,Holder_92,Tripura,Sepahijala,Sonamura,Tripuri,CR,Approved,1.0976210221712273,1,0.42492693308564755,0.5969170019991618,0.7860148349216534,0.5118280434105518,50.87007871156108,1.2794565450825524,0,0,0
93,Holder_93,Tripura,West Tripura,Mohanpur,Tripuri,IFR,Approved,2.2797945176044943,3,0.40096369328480375,0.6116725517547066,0.6313120793539164,0.3361150690254667,36.002433753413,2.6933541746779404,0,1,0
94,Holder_94,Tripura,West Tripura,Agartala,Reang,CR,Approved,0.8084723310716087,0,0.4013251727517029,0.3419863076381574,0.38732324463820633,0.10678919571715978,41.423820581495306,2.9009060277955014,1,0,0
95,Holder_95,Tripura,Dhalai,Kamalpur,Reang,IFR,Approved,7.561852507915118,2,0.3865301373904112,,0.5243372518431377,0.48487923907530606,47.60185251228202,4.735747619943222,0,1,1
96,Holder_96,Tripura,West Tripura,Mohanpur,Reang,IFR,Approved,7.37163788794265,3,0.3677541694679477,0.6913174735496103,0.6360666222783585,0.3948428433314928,24.24748657372634,1.1387391060873107,0,1,0
97,Holder_97,Tripura,West Tripura,Mohanpur,Tripuri,IFR,Approved,1.792534227100608,1,0.29079676615127004,0.658612795296794,0.6111373496337676,0.3638200946486511,20.902613600587085,3.2800434087751804,0,0,1
98,Holder_98,Tripura,West Tripura,Agartala,Jamatia,IFR,Approved,8.442749557555167,0,0.356911265402846,0.4072288685376694,0.2555511452073239,0.21925397569641059,71.62953320115233,4.12284449114011,0,0,1
99,Holder_99,Tripura,Sepahijala,Sonamura,Jamatia,CR,Approved,1.9704673310380638,2,0.11534462191518986,0.4075022093219257,0.5801417214443197,0.5230859604887628,40.36065919819947,2.889159026158652,0,1,0
100,Holder_100,Tripura,Gomati,Amarpur,Reang,CFR,Approved,3.361168076474909,2,0.3485857690627139,0.7240721939695349,,0.5311916928821904,38.846552674277746,1.4240175320051633,0,1,1
101,Holder_101,Tripura,Sepahijala,Bishalgarh,Tripuri,CFR,Approved,2.8652805420329677,1,0.41115108221475094,0.4196069022396827,0.4788225844576526,0.46184738771260114,12.492850519098903,1.460241104096001,1,0,1
102,Holder_102,Tripura,Dhalai,Ambassa,Jamatia,CFR,Approved,4.036917436443954,2,0.3001433441537561,,0.5796881257330175,0.45647284410925226,44.858341181117524,0.3884146547407996,0,1,1
103,Holder_103,Tripura,Sepahijala,Bishalgarh,Reang,CFR,Approved,2.919305775954638,2,0.24300533137089478,0.665793324470856,0.5539657970455761,0.36988784242609013,48.79188051277001,1.666132287432712,0,1,0
104,Holder_104,Tripura,Dhalai,Manu,Jamatia,CFR,Pending,5.145033801165295,0,0.21097069392039167,0.6061001953891345,0.6740197747801859,0.25425388217007744,49.11886096682665,3.7740976592162245,0,0,0
105,Holder_105,Tripura,Dhalai,Ambassa,Jamatia,CFR,Approved,4.370374872869512,3,0.35712082006483303,,0.632234283506803,0.5347669246282241,59.4921818526019,0.42808523459412984,0,0,1
106,Holder_106,Tripura,Dhalai,Manu,Tripuri,CR,Approved,9.872410162403602,0,0.3771204794519635,0.7996958089434163,0.6995868221066674,0.32014236309034205,22.423728449370824,1.252617356023187,0,1,1
107,Holder_107,Tripura,Dhalai,Kamalpur,Tripuri,IFR,Approved,1.031300326218144,3,0.44838703994501705,0.7301564866793381,0.5504827284023105,0.3959751240607818,27.65561939614332,3.5899159929525535,1,0,0
108,Holder_108,Tripura,West Tripura,Jirania,Jamatia,CFR,Approved,1.8507230756798405,3,0.2369336329843963,0.5068763658045925,0.5184192785465848,0.4460208672998238,66.75113256612889,3.956727501549808,0,0,0
109,Holder_109,Tripura,West Tripura,Agartala,Reang,CR,Approved,1.0018459921317235,3,0.4079089229542342,,0.3126650173251001,0.18427140045541401,76.30194317903758,2.3855283682972566,1,0,0
110,Holder_110,Tripura,Dhalai,Ambassa,Tripuri,CFR,Approved,6.44549135233257,2,0.32454232967573515,0.8343955753972229,0.5596942864420755,0.32761852828284865,19.515292315712443,3.5507568246975145,0,0,0
111,Holder_111,Tripura,Dhalai,Ambassa,Jamatia,CFR,Approved,1.017838135430336,0,0.45313459627123165,0.7386555394101941,0.5718097479135205,0.3740770301139975,44.835468815365275,2.062170409543482,0,0,1
112,Holder_112,Tripura,Dhalai,Kamalpur,Tripuri,IFR,Approved,8.446177505073171,2,0.3111248433182483,0.5700823253149729,0.4605232974090905,0.3035747869466828,24.992337691771077,0.967583576115812,0,1,0
113,Holder_113,Tripura,Gomati,Amarpur,Tripuri,IFR,Approved,5.363416991478314,1,0.3070519313591869,0.796930597434008,0.5855546267471724,0.44608166178992037,14.205121784848771,2.1111175689099513,0,0,0
114,Holder_114,Tripura,West Tripura,Mohanpur,Tripuri,IFR,Approved,5.50657243352457,0,0.3311508325763637,0.6038941848079209,0.45456347196626606,0.48999223679004505,32.78523366882948,2.983845536975086,1,0,1
115,Holder_115,Tripura,Dhalai,Kamalpur,Jamatia,CFR,Approved,5.835147823265845,3,0.39972614205697377,0.7359035043246657,0.47235275057806486,0.38351615515698567,20.05813376289489,4.7506557528938735,1,0,0
116,Holder_116,Tripura,Gomati,Karbook,Reang,CFR,Approved,2.122730209909002,2,0.4858761915313844,0.8197795768905412,0.6389464044582821,0.36685037781246743,59.69531514039724,0.5300045700256512,1,0,1
117,Holder_117,Tripura,Sepahijala,Sonamura,Reang,CFR,Approved,2.3780578795876317,2,0.12942534168630626,0.5033528473026769,0.5917584865230189,0.797350587841093,47.36077895700111,2.635491650455811,0,0,1
118,Holder_118,Tripura,West Tripura,Mohanpur,Reang,IFR,Pending,3.5287645672935444,0,0.12137384095640687,0.469501510415033,0.6356829435337814,0.42992932979847365,20.068412969321763,1.7788149354114768,0,0,0
119,Holder_119,Tripura,West Tripura,Agartala,Tripuri,CR,Approved,6.138215950307589,0,0.4750201349629354,0.35193419871971476,0.3269032766524763,0.14613396234355175,10.646911188386007,2.639896132528134,0,0,1
120,Holder_120,Tripura,West Tripura,Mohanpur,Jamatia,CFR,Approved,2.4961188714320377,3,0.31195025020728245,,0.45512155226754386,0.3372876524288509,66.57099343169489,0.3150821474073521,1,0,1
121,Holder_121,Tripura,Gomati,Amarpur,Tripuri,CFR,Approved,1.6051514077659816,3,0.3459612058267745,0.7448961183916883,0.5700250518333461,0.36446066914084907,22.333608431497325,1.7025217025675903,0,0,0
122,Holder_122,Tripura,West Tripura,Mohanpur,Reang,CFR,Pending,9.716110420975106,1,0.29296944063789154,0.6907307890422434,0.6209464712408564,0.4855504566390426,52.43516495545362,4.135367108129624,1,0,0
123,Holder_123,Tripura,West Tripura,Agartala,Reang,CR,Approved,0.7088272406914177,3,0.13746298104298982,0.4487269556616088,0.2760842873829231,0.17924840378053175,33.58453391537219,2.8589203225022604,0,1,1
124,Holder_124,Tripura,Gomati,Amarpur,Jamatia,CFR,Pending,8.125625350692205,2,0.4072357513674666,0.7395596189260228,0.6392041236107584,0.38847397658496374,50.984015682052494,2.3627959655173636,0,0,1
125,Holder_125,Tripura,Sepahijala,Bishalgarh,Tripuri,CR,Approved,7.98633392096271,1,0.39888985803543475,0.6447499374971852,0.4561101429591652,0.3671452844467869,32.09575388876268,1.57052034423363,0,0,1
126,Holder_126,Tripura,Dhalai,Ambassa,Reang,CFR,Approved,3.323534081528412,1,0.2246813285971248,0.7842436057233534,0.6482349837104258,0.4450215519594528,16.085769248457794,1.6306041093985082,0,1,0
127,Holder_127,Tripura,Dhalai,Ambassa,Jamatia,CR,Pending,1.7884528520694774,1,0.22249569809136016,0.6728717093494387,0.7193652156575951,0.36640001064717653,25.606500599042754,2.0388868812348053,1,0,1
128,Holder_128,Tripura,Sepahijala,Sonamura,Tripuri,CFR,Approved,1.8834721437015225,0,0.4351365523622074,0.382378730320701,0.7721870199672444,0.786695449468926,23.164099653535292,4.21073940782989,0,0,0
129,Holder_129,Tripura,Dhalai,Manu,Tripuri,IFR,Approved,7.125600363753328,3,0.12894290309653067,0.8155319043163627,0.6619032149449756,0.3810483961278044,39.961354670775066,4.842623392679688,1,0,1
130,Holder_130,Tripura,Sepahijala,Bishalgarh,Reang,IFR,Approved,6.606662615318649,1,0.4524420593426264,0.5652572111827417,0.4217466899778526,0.4225359639212096,56.07986483983101,2.305545830481798,0,0,1
